age,experience_years,education,job_title,income,region,employment_status,enumerator_id,question_id
42,16,Bachelor,Analyst,17219,Riyadh,Full-time,E015,Q4
34,15,Master,Senior Engineer,23470,Dammam,Self-employed,E008,Q8
29,5,Bachelor,Accountant,14212,Dammam,Part-time,E009,Q8
26,2,Diploma,Lab Technician,5685,Dammam,Part-time,E004,Q2
51,10,PhD,Department Head,0,Jeddah,Full-time,E007,Q9
28,8,Diploma,Receptionist,5259,Dammam,Full-time,E007,Q6
48,9,Master,Project Manager,21025,Jeddah,Part-time,E015,Q4
30,5,Diploma,Receptionist,7471,Riyadh,Full-time,E001,Q10
48,25,PhD,Scientist,47606,Riyadh,Full-time,E008,Q9
42,15,PhD,Professor,69012,Dammam,Full-time,E003,Q2
26,6,Diploma,Technician,9631,Jeddah,Full-time,E005,Q10
41,8,PhD,Senior Researcher,70307,Riyadh,Unemployed,E012,Q3
33,11,High School,Clerk,3515,Riyadh,Full-time,E012,Q4
28,0,Diploma,Receptionist,10694,Jeddah,Full-time,E013,Q2
49,14,Diploma,Receptionist,10206,Jeddah,Full-time,E008,Q5
42,24,Diploma,Lab Technician,6143,Dammam,Full-time,E009,Q4
46,12,Diploma,Lab Technician,6953,Dammam,Self-employed,E001,Q7
49,23,PhD,Research Director,52659,Riyadh,Part-time,E005,Q3
34,15,High School,Waiter,3571,Jeddah,Full-time,E004,Q8
29,10,High School,Janitor,0,Jeddah,Full-time,E011,Q2
36,11,Master,Consultant,23174,Jeddah,Full-time,E002,Q8
31,5,Bachelor,HR Officer,24353,Jeddah,Full-time,E001,Q7
34,43,High School,Janitor,6253,Dammam,Part-time,E007,Q6
39,9,Bachelor,HR Officer,22288,Riyadh,Full-time,E015,Q9
27,8,Master,Senior Engineer,39545,Riyadh,Full-time,E011,Q7
39,2,Diploma,Receptionist,11355,Dammam,Full-time,E004,Q6
43,22,PhD,Security Guard,5592,Jeddah,Full-time,E002,Q9
46,19,PhD,Professor,69525,Jeddah,Full-time,E006,Q1
43,20,Bachelor,Software Developer,21980,Jeddah,Full-time,E009,Q6
54,8,Master,Data Scientist,28236,Riyadh,Part-time,E004,Q3
40,19,PhD,Research Director,67333,Jeddah,Full-time,E012,Q3
39,12,Master,Consultant,33122,Jeddah,Full-time,E012,Q6
28,7,High School,Worker,4336,Dammam,Full-time,E003,Q8
30,4,PhD,Senior Researcher,0,Dammam,Full-time,E004,Q2
19,7,PhD,Senior Researcher,67938,Jeddah,Full-time,E006,Q3
25,39,Diploma,Nurse,7184,Dammam,Full-time,E012,Q6
35,8,Bachelor,Marketing Specialist,8935,Jeddah,Full-time,E002,Q8
51,69,Master,Researcher,16865,Dammam,Part-time,E014,Q5
26,8,Diploma,Nurse,5597,Dammam,Part-time,E009,Q8
53,23,Master,Financial Analyst,19773,Jeddah,Full-time,E011,Q8
30,5,Diploma,Nurse,5815,Jeddah,Full-time,E001,Q4
26,3,Diploma,Administrative Assistant,10930,Dammam,Full-time,E011,Q1
40,12,Bachelor,Marketing Specialist,11785,Riyadh,Full-time,E002,Q4
32,12,High School,Waiter,6854,Riyadh,Full-time,E011,Q7
48,6,High School,Worker,0,Riyadh,Full-time,E004,Q7
47,11,Bachelor,Software Developer,19976,Dammam,Full-time,E012,Q3
15,6,Diploma,Lab Technician,7005,Dammam,Self-employed,E012,Q9
31,9,High School,Waiter,36647,Riyadh,Unemployed,E002,Q1
36,2,PhD,Senior Researcher,51405,Jeddah,Full-time,E010,Q6
40,1,Master,Financial Analyst,20936,Riyadh,Part-time,E006,Q1
17,11,Master,Financial Analyst,29053,Dammam,Full-time,E014,Q8
48,1,Bachelor,Marketing Specialist,23429,Riyadh,Full-time,E015,Q1
24,4,Bachelor,Marketing Specialist,13840,Jeddah,Part-time,E008,Q3
28,4,Diploma,Administrative Assistant,6910,Riyadh,Full-time,E014,Q6
49,25,Bachelor,Marketing Specialist,0,Dammam,Full-time,E009,Q3
30,5,Master,Financial Analyst,18206,Dammam,Full-time,E001,Q2
52,27,Bachelor,Designer,9302,Jeddah,Full-time,E005,Q2
42,21,Bachelor,Analyst,17588,Riyadh,Full-time,E010,Q7
30,5,Diploma,Nurse,7047,Jeddah,Part-time,E001,Q10
20,9,PhD,Senior Researcher,78765,Jeddah,Full-time,E014,Q4
20,6,PhD,Professor,53131,Riyadh,Full-time,E003,Q3
50,6,PhD,Professor,34122,Jeddah,Full-time,E005,Q3
35,8,High School,Waiter,6410,Riyadh,Full-time,E008,Q6
21,11,Bachelor,Analyst,18388,Dammam,Student,E004,Q5
48,23,Master,Senior Engineer,29275,Dammam,Full-time,E004,Q6
24,2,Diploma,Technician,10671,Dammam,Full-time,E012,Q6
16,1,High School,Security Guard,5011,Dammam,Self-employed,E013,Q2
41,10,Diploma,Receptionist,5987,Riyadh,Full-time,E013,Q3
48,27,High School,Worker,5162,Jeddah,Full-time,E011,Q3
19,25,Bachelor,Marketing Specialist,16726,Dammam,Student,E008,Q8
20,0,High School,Security Guard,5490,Dammam,Full-time,E013,Q5
19,7,PhD,Senior Researcher,57959,Jeddah,Part-time,E010,Q8
47,28,Diploma,Lab Technician,11852,Riyadh,Full-time,E003,Q6
14,32,PhD,Professor,44920,Riyadh,Full-time,E003,Q9
30,3,High School,Waiter,0,Riyadh,Self-employed,E003,Q2
36,13,Master,Financial Analyst,16918,Riyadh,Full-time,E002,Q3
38,3,PhD,Department Head,48404,Jeddah,Full-time,E015,Q2
75,22,PhD,Senior Researcher,62949,Dammam,Part-time,E010,Q4
51,21,PhD,Research Director,46976,Dammam,Full-time,E015,Q5
55,23,PhD,Senior Researcher,34081,Riyadh,Full-time,E012,Q1
48,28,Master,Senior Engineer,18991,Dammam,Full-time,E015,Q10
18,0,High School,Cashier,6268,Jeddah,Full-time,E006,Q7
51,21,PhD,Research Director,63877,Riyadh,Full-time,E008,Q9
24,2,Diploma,Administrative Assistant,9525,Dammam,Full-time,E007,Q2
29,6,PhD,Professor,54579,Riyadh,Full-time,E008,Q3
37,7,Master,Data Scientist,31200,Dammam,Full-time,E012,Q1
29,10,PhD,Senior Researcher,27412,Dammam,Full-time,E013,Q6
19,16,PhD,Professor,53739,Jeddah,Full-time,E003,Q3
33,0,PhD,Cashier,3116,Dammam,Full-time,E013,Q10
24,3,High School,Driver,31654,Jeddah,Unemployed,E008,Q5
44,6,Diploma,Nurse,9179,Dammam,Full-time,E007,Q1
41,17,PhD,Scientist,57926,Dammam,Full-time,E003,Q4
32,14,Master,Project Manager,31925,Dammam,Full-time,E001,Q1
23,4,Diploma,Administrative Assistant,10178,Jeddah,Part-time,E005,Q6
37,19,Bachelor,Accountant,11316,Riyadh,Full-time,E008,Q2
19,1,PhD,Senior Researcher,64460,Riyadh,Full-time,E006,Q7
26,5,Diploma,Scientist,56912,Dammam,Full-time,E012,Q5
21,13,PhD,Senior Researcher,65070,Riyadh,Self-employed,E006,Q3
44,0,PhD,Department Head,56764,Jeddah,Part-time,E013,Q9
50,17,Master,Senior Engineer,23837,Dammam,Part-time,E003,Q4
31,10,Diploma,Lab Technician,9620,Dammam,Full-time,E008,Q4
42,19,High School,Cashier,76345,Dammam,Unemployed,E007,Q8
54,18,PhD,Department Head,51249,Riyadh,Full-time,E011,Q3
51,20,PhD,Senior Researcher,56288,Riyadh,Full-time,E015,Q1
90,0,PhD,Professor,38198,Riyadh,Full-time,E007,Q8
30,4,PhD,Research Director,56128,Dammam,Part-time,E011,Q2
46,0,Master,Data Scientist,30165,Riyadh,Unemployed,E015,Q1
20,20,Bachelor,HR Officer,13075,Jeddah,Student,E011,Q6
30,12,Diploma,Technician,42518,Riyadh,Unemployed,E015,Q6
39,20,PhD,Security Guard,5251,Riyadh,Full-time,E013,Q7
46,2,Bachelor,HR Officer,8365,Dammam,Full-time,E015,Q5
37,5,PhD,Professor,36011,Jeddah,Part-time,E009,Q7
43,18,Diploma,Nurse,8296,Dammam,Part-time,E008,Q8
32,8,Bachelor,HR Officer,12770,Riyadh,Full-time,E003,Q9
21,18,High School,Security Guard,7982,Dammam,Student,E008,Q2
40,15,Bachelor,Software Developer,23342,Riyadh,Full-time,E001,Q5
39,21,Diploma,Lab Technician,6113,Dammam,Part-time,E015,Q5
30,9,PhD,Scientist,65864,Jeddah,Full-time,E011,Q1
31,3,Diploma,Administrative Assistant,6844,Jeddah,Self-employed,E001,Q10
55,17,Master,Consultant,17933,Jeddah,Full-time,E013,Q5
30,8,Bachelor,Software Developer,15142,Jeddah,Full-time,E015,Q3
30,5,Master,Project Manager,34127,Riyadh,Full-time,E001,Q6
46,4,Master,Senior Engineer,31107,Dammam,Full-time,E011,Q10
43,25,Bachelor,Designer,22672,Riyadh,Part-time,E002,Q2
41,16,High School,Clerk,7227,Dammam,Part-time,E008,Q4
12,10,High School,Driver,4764,Riyadh,Full-time,E010,Q4
42,23,High School,Clerk,3464,Jeddah,Full-time,E004,Q10
21,8,PhD,Professor,61185,Jeddah,Self-employed,E006,Q2
50,31,Diploma,Technician,9545,Dammam,Full-time,E015,Q1
24,7,PhD,Professor,70959,Dammam,Full-time,E014,Q2
18,0,High School,Waiter,3776,Riyadh,Full-time,E005,Q10
43,19,PhD,Scientist,38072,Riyadh,Full-time,E015,Q10
34,7,Master,Financial Analyst,34980,Jeddah,Full-time,E009,Q1
31,11,Bachelor,Accountant,22668,Jeddah,Full-time,E015,Q6
36,6,Master,Financial Analyst,24590,Jeddah,Full-time,E002,Q6
39,11,Master,Financial Analyst,23948,Riyadh,Part-time,E003,Q7
52,31,PhD,Security Guard,3147,Riyadh,Full-time,E004,Q7
25,6,Bachelor,HR Officer,19225,Riyadh,Self-employed,E010,Q10
21,10,Diploma,Receptionist,9360,Riyadh,Student,E011,Q5
94,5,Master,Project Manager,29636,Dammam,Full-time,E005,Q9
37,3,High School,Janitor,4412,Riyadh,Full-time,E006,Q3
44,6,High School,Security Guard,5248,Jeddah,Part-time,E014,Q6
16,7,High School,Driver,3705,Riyadh,Self-employed,E005,Q8
29,7,High School,Cashier,6673,Dammam,Self-employed,E001,Q9
18,16,High School,Worker,3657,Riyadh,Student,E012,Q6
23,20,PhD,Professor,69529,Riyadh,Part-time,E002,Q5
48,3,High School,Driver,6693,Riyadh,Part-time,E003,Q7
31,1,Diploma,Nurse,6576,Jeddah,Full-time,E005,Q3
32,13,Diploma,Administrative Assistant,8464,Riyadh,Self-employed,E015,Q9
41,5,High School,Professor,42447,Riyadh,Part-time,E008,Q7
36,13,PhD,Cashier,6627,Jeddah,Part-time,E009,Q2
29,6,Master,Senior Engineer,32747,Dammam,Full-time,E012,Q2
33,11,Diploma,Receptionist,11346,Jeddah,Full-time,E005,Q5
30,5,High School,Janitor,4673,Riyadh,Full-time,E001,Q2
57,22,PhD,Research Director,67531,Dammam,Full-time,E012,Q3
50,20,Diploma,Lab Technician,59145,Dammam,Unemployed,E002,Q3
30,8,PhD,Professor,0,Dammam,Full-time,E014,Q5
36,2,Diploma,Nurse,8608,Dammam,Full-time,E013,Q7
48,0,High School,Worker,5219,Riyadh,Self-employed,E003,Q6
35,10,Bachelor,Teacher,24207,Riyadh,Full-time,E001,Q8
35,14,Bachelor,Software Developer,13631,Riyadh,Self-employed,E002,Q6
22,0,Bachelor,Designer,23243,Riyadh,Full-time,E003,Q8
30,5,Diploma,Technician,11857,Riyadh,Part-time,E001,Q6
49,22,Master,Data Scientist,25973,Riyadh,Full-time,E011,Q1
38,10,Diploma,Receptionist,5059,Jeddah,Full-time,E012,Q2
94,5,High School,Security Guard,6801,Dammam,Self-employed,E007,Q5
49,14,Diploma,Receptionist,6761,Jeddah,Self-employed,E001,Q3
41,12,Diploma,Nurse,7293,Dammam,Full-time,E006,Q5
49,20,PhD,Janitor,4596,Riyadh,Self-employed,E001,Q7
49,9,Bachelor,Accountant,21620,Dammam,Full-time,E006,Q9
19,14,PhD,Professor,77465,Dammam,Full-time,E015,Q10
22,1,Bachelor,Marketing Specialist,18961,Jeddah,Full-time,E006,Q2
30,5,Diploma,Nurse,5547,Jeddah,Full-time,E007,Q5
29,3,PhD,Professor,32146,Jeddah,Self-employed,E002,Q1
21,1,High School,Clerk,4763,Dammam,Full-time,E003,Q7
44,22,Diploma,Technician,9889,Riyadh,Full-time,E010,Q2
34,39,Master,Project Manager,30556,Dammam,Self-employed,E009,Q7
50,27,PhD,Department Head,41732,Riyadh,Part-time,E013,Q7
34,0,Bachelor,Designer,11809,Jeddah,Full-time,E007,Q9
42,16,Bachelor,Marketing Specialist,79432,Riyadh,Unemployed,E004,Q9
46,28,PhD,Research Director,46996,Riyadh,Part-time,E015,Q7
46,9,Diploma,Receptionist,5224,Dammam,Part-time,E001,Q5
42,1,PhD,Waiter,3772,Riyadh,Full-time,E006,Q10
37,47,High School,Clerk,3331,Dammam,Full-time,E010,Q1
30,5,Master,Project Manager,36930,Jeddah,Full-time,E001,Q6
43,15,Bachelor,Software Developer,10555,Riyadh,Full-time,E015,Q5
35,10,Bachelor,Designer,15966,Dammam,Full-time,E007,Q4
52,15,Master,Project Manager,38798,Dammam,Full-time,E003,Q8
50,3,High School,Professor,55605,Riyadh,Full-time,E005,Q5
26,1,Diploma,Technician,10972,Riyadh,Full-time,E010,Q4
46,9,PhD,Department Head,37251,Jeddah,Full-time,E008,Q8
30,5,High School,Driver,7439,Dammam,Full-time,E001,Q10
35,10,Master,Data Scientist,33554,Dammam,Full-time,E006,Q8
18,18,Master,Researcher,27075,Dammam,Student,E010,Q6
20,1,Diploma,Lab Technician,8058,Riyadh,Full-time,E013,Q6
25,2,High School,Scientist,67573,Jeddah,Full-time,E001,Q6
48,2,Bachelor,Analyst,8122,Jeddah,Full-time,E008,Q1
50,13,Diploma,Administrative Assistant,9876,Jeddah,Part-time,E004,Q3
50,18,PhD,Waiter,4538,Jeddah,Full-time,E004,Q10
34,0,Diploma,Lab Technician,7804,Jeddah,Full-time,E010,Q1
48,28,High School,Driver,3048,Jeddah,Full-time,E006,Q10
38,4,Master,Researcher,27675,Riyadh,Full-time,E004,Q3
34,43,PhD,Research Director,53492,Riyadh,Full-time,E011,Q8
24,5,PhD,Professor,75187,Jeddah,Part-time,E006,Q3
33,7,High School,Cashier,4111,Dammam,Part-time,E013,Q8
22,6,PhD,Senior Researcher,54573,Riyadh,Part-time,E012,Q1
43,22,Diploma,Research Director,51264,Riyadh,Full-time,E006,Q1
38,7,High School,Cashier,3303,Jeddah,Full-time,E009,Q1
29,7,Bachelor,Software Developer,10324,Jeddah,Full-time,E007,Q8
52,29,PhD,Cashier,5000,Jeddah,Full-time,E013,Q5
52,26,PhD,Research Director,26321,Jeddah,Full-time,E005,Q7
24,4,High School,Janitor,5489,Jeddah,Full-time,E012,Q7
28,5,Bachelor,Analyst,8829,Dammam,Full-time,E012,Q8
23,16,PhD,Professor,58749,Dammam,Full-time,E003,Q1
26,0,Diploma,Professor,65003,Riyadh,Full-time,E013,Q8
37,1,High School,Security Guard,5155,Riyadh,Full-time,E010,Q7
44,5,Diploma,Receptionist,6630,Jeddah,Self-employed,E015,Q10
50,16,Diploma,Lab Technician,71524,Riyadh,Unemployed,E014,Q5
27,6,High School,Driver,4937,Dammam,Full-time,E002,Q3
40,16,Diploma,Receptionist,7676,Jeddah,Full-time,E001,Q4
21,1,Diploma,Administrative Assistant,7518,Dammam,Full-time,E011,Q8
54,4,Master,Data Scientist,28991,Dammam,Full-time,E011,Q9
32,3,Diploma,Receptionist,6917,Dammam,Full-time,E006,Q6
30,9,Bachelor,HR Officer,17160,Riyadh,Full-time,E014,Q9
41,0,Diploma,Nurse,0,Riyadh,Part-time,E006,Q9
41,18,High School,Worker,5628,Riyadh,Part-time,E006,Q5
43,10,High School,Security Guard,6884,Dammam,Full-time,E014,Q6
94,5,PhD,Senior Researcher,50949,Riyadh,Full-time,E002,Q8
36,4,Bachelor,Marketing Specialist,12874,Riyadh,Full-time,E007,Q2
35,9,Diploma,Surgeon,44957,Jeddah,Self-employed,E006,Q10
44,25,PhD,Senior Researcher,31745,Riyadh,Self-employed,E013,Q10
38,19,Master,Researcher,18081,Riyadh,Full-time,E011,Q9
44,12,Master,Senior Engineer,30196,Riyadh,Full-time,E014,Q3
20,1,Diploma,Professor,75952,Riyadh,Full-time,E008,Q1
22,3,Diploma,Nurse,9213,Riyadh,Full-time,E006,Q9
34,14,Master,Financial Analyst,21650,Riyadh,Full-time,E010,Q6
14,4,Diploma,Administrative Assistant,5918,Jeddah,Self-employed,E014,Q10
46,13,Master,Project Manager,15283,Dammam,Full-time,E002,Q3
24,5,Bachelor,Software Developer,10460,Riyadh,Full-time,E010,Q9
46,18,Master,Consultant,15083,Riyadh,Full-time,E002,Q3
29,7,Bachelor,Marketing Specialist,17314,Dammam,Full-time,E003,Q10
34,3,Bachelor,HR Officer,9777,Jeddah,Full-time,E015,Q9
42,12,PhD,Senior Researcher,64690,Riyadh,Full-time,E008,Q9
29,1,High School,Driver,3427,Jeddah,Full-time,E005,Q4
18,0,High School,Security Guard,3067,Jeddah,Full-time,E015,Q8
30,2,Master,Researcher,32052,Riyadh,Full-time,E002,Q7
40,5,High School,Scientist,51990,Jeddah,Part-time,E008,Q1
49,5,Diploma,Administrative Assistant,5666,Riyadh,Full-time,E013,Q7
31,41,Bachelor,Accountant,20618,Riyadh,Full-time,E011,Q3
37,4,Bachelor,HR Officer,13839,Jeddah,Full-time,E004,Q10
35,6,High School,Driver,3582,Riyadh,Self-employed,E012,Q8
32,10,High School,Cashier,4702,Riyadh,Part-time,E003,Q10
47,9,Diploma,Lab Technician,6978,Dammam,Part-time,E004,Q10
43,21,Diploma,Administrative Assistant,6249,Jeddah,Full-time,E002,Q2
20,1,Diploma,Lab Technician,10369,Jeddah,Self-employed,E003,Q9
34,15,Master,Researcher,18728,Dammam,Part-time,E006,Q8
41,5,High School,Driver,0,Dammam,Full-time,E009,Q6
23,8,PhD,Professor,75126,Riyadh,Full-time,E010,Q5
32,0,Master,Researcher,33730,Riyadh,Part-time,E010,Q8
39,10,Bachelor,HR Officer,21984,Jeddah,Part-time,E014,Q5
39,12,Bachelor,Marketing Specialist,9822,Jeddah,Full-time,E001,Q1
47,1,Master,Consultant,30135,Jeddah,Self-employed,E002,Q2
26,4,Master,Project Manager,22836,Riyadh,Full-time,E014,Q8
42,18,High School,Waiter,62354,Jeddah,Unemployed,E005,Q6
23,0,PhD,Professor,78723,Jeddah,Full-time,E004,Q8
54,22,Master,Consultant,27985,Dammam,Full-time,E011,Q2
41,3,Master,Data Scientist,21839,Dammam,Self-employed,E002,Q2
36,12,Bachelor,Software Developer,16707,Dammam,Part-time,E005,Q4
33,0,High School,Clerk,4060,Dammam,Full-time,E005,Q8
15,18,Bachelor,Accountant,14008,Dammam,Full-time,E001,Q8
21,1,PhD,Janitor,4399,Dammam,Part-time,E014,Q6
52,25,Bachelor,Accountant,14754,Jeddah,Full-time,E003,Q5
18,15,PhD,Senior Researcher,64795,Riyadh,Full-time,E001,Q4
22,1,PhD,Senior Researcher,70869,Jeddah,Full-time,E005,Q8
33,3,Master,Researcher,23309,Jeddah,Full-time,E003,Q2
54,33,Diploma,Research Director,72291,Dammam,Part-time,E007,Q6
45,9,High School,Security Guard,46128,Riyadh,Unemployed,E008,Q4
38,17,PhD,Senior Researcher,62676,Jeddah,Full-time,E013,Q8
28,2,High School,Cashier,0,Dammam,Full-time,E008,Q1
45,0,PhD,Department Head,37250,Riyadh,Full-time,E003,Q1
48,28,High School,Scientist,54450,Riyadh,Self-employed,E003,Q1
43,10,Master,Project Manager,32117,Riyadh,Full-time,E012,Q10
43,2,Master,Consultant,36906,Dammam,Self-employed,E004,Q10
37,50,Master,Data Scientist,22248,Dammam,Full-time,E014,Q10
30,5,Master,Researcher,25373,Riyadh,Part-time,E001,Q10
50,16,Diploma,Technician,7811,Jeddah,Part-time,E008,Q2
36,17,PhD,Department Head,43282,Jeddah,Full-time,E011,Q6
19,19,PhD,Senior Researcher,63637,Dammam,Full-time,E009,Q3
36,10,High School,Waiter,5943,Riyadh,Self-employed,E011,Q6
43,20,Master,Data Scientist,29088,Jeddah,Full-time,E008,Q2
30,0,Diploma,Lab Technician,7559,Riyadh,Full-time,E003,Q8
30,8,Bachelor,Software Developer,10927,Jeddah,Full-time,E006,Q5
49,8,Bachelor,Accountant,10341,Dammam,Self-employed,E008,Q7
22,20,Master,Financial Analyst,29245,Riyadh,Student,E013,Q10
38,20,High School,Driver,3163,Dammam,Full-time,E008,Q6
39,9,Bachelor,Accountant,20371,Riyadh,Full-time,E015,Q3
39,4,Master,Data Scientist,19512,Jeddah,Full-time,E005,Q1
31,0,Master,Data Scientist,24574,Riyadh,Full-time,E012,Q4
47,14,PhD,Scientist,33522,Riyadh,Self-employed,E015,Q6
34,7,Diploma,Technician,9763,Dammam,Full-time,E013,Q8
52,16,PhD,Waiter,4968,Jeddah,Part-time,E003,Q9
29,10,Bachelor,Analyst,10808,Riyadh,Full-time,E009,Q7
41,21,PhD,Security Guard,4881,Jeddah,Full-time,E004,Q3
22,0,High School,Driver,4259,Dammam,Full-time,E002,Q3
56,4,PhD,Janitor,5559,Dammam,Full-time,E008,Q6
44,19,Master,Data Scientist,29373,Dammam,Self-employed,E002,Q10
38,2,PhD,Senior Researcher,32452,Dammam,Full-time,E012,Q5
19,23,Diploma,Administrative Assistant,9441,Jeddah,Student,E008,Q2
50,28,PhD,Research Director,26674,Dammam,Full-time,E012,Q2
35,5,PhD,Professor,56571,Jeddah,Full-time,E015,Q8
22,0,Diploma,Technician,8660,Dammam,Full-time,E012,Q5
43,15,PhD,Scientist,54469,Riyadh,Full-time,E010,Q6
37,7,Master,Researcher,32375,Riyadh,Full-time,E003,Q10
42,10,PhD,Senior Researcher,29465,Jeddah,Full-time,E002,Q8
37,19,Master,Senior Engineer,21182,Jeddah,Part-time,E003,Q5
77,2,Master,Consultant,18460,Jeddah,Full-time,E002,Q9
45,15,Diploma,Receptionist,0,Jeddah,Part-time,E012,Q9
51,23,Bachelor,Analyst,17328,Dammam,Full-time,E013,Q5
26,6,Diploma,Technician,0,Riyadh,Full-time,E008,Q6
39,18,Diploma,Technician,58255,Jeddah,Unemployed,E007,Q7
40,11,PhD,Security Guard,6357,Dammam,Part-time,E003,Q8
30,5,High School,Janitor,7788,Riyadh,Full-time,E001,Q1
27,5,Bachelor,Accountant,17155,Jeddah,Part-time,E014,Q3
48,7,Bachelor,Marketing Specialist,19395,Jeddah,Full-time,E008,Q9
46,6,Master,Project Manager,38540,Riyadh,Full-time,E009,Q6
25,0,Bachelor,Analyst,23019,Riyadh,Full-time,E009,Q7
35,12,Bachelor,Accountant,9817,Riyadh,Part-time,E008,Q4
20,22,Diploma,Nurse,11626,Dammam,Student,E007,Q4
27,1,Bachelor,Marketing Specialist,21771,Dammam,Full-time,E008,Q10
30,9,Diploma,Technician,7258,Jeddah,Part-time,E013,Q4
43,21,High School,Security Guard,5230,Jeddah,Full-time,E001,Q7
51,20,Master,Researcher,22915,Dammam,Full-time,E001,Q3
30,5,Diploma,Receptionist,7640,Jeddah,Full-time,E001,Q5
12,21,High School,Cashier,6308,Riyadh,Full-time,E015,Q5
30,7,Diploma,Surgeon,49614,Riyadh,Full-time,E007,Q6
19,1,High School,Worker,7960,Dammam,Full-time,E015,Q5
18,16,Bachelor,Designer,20025,Riyadh,Student,E001,Q2
45,7,PhD,Research Director,59790,Riyadh,Self-employed,E012,Q4
46,5,High School,Scientist,49283,Dammam,Full-time,E011,Q8
55,6,PhD,Department Head,35245,Riyadh,Part-time,E014,Q3
24,6,High School,Research Director,50217,Jeddah,Full-time,E015,Q10
86,2,Bachelor,HR Officer,18287,Riyadh,Part-time,E002,Q4
30,5,Master,Consultant,28136,Dammam,Full-time,E001,Q5
38,11,Diploma,Technician,9376,Jeddah,Full-time,E003,Q6
39,8,PhD,Cashier,6379,Riyadh,Part-time,E012,Q2
36,11,Bachelor,Designer,17876,Dammam,Full-time,E014,Q8
25,2,Bachelor,Designer,66643,Dammam,Unemployed,E001,Q5
51,29,Master,Researcher,18117,Riyadh,Full-time,E010,Q8
43,11,PhD,Senior Researcher,52382,Dammam,Full-time,E004,Q5
37,13,High School,Surgeon,60992,Riyadh,Part-time,E013,Q4
31,6,PhD,Research Director,46938,Riyadh,Full-time,E001,Q3
38,2,Diploma,Technician,5224,Riyadh,Full-time,E006,Q7
43,0,Master,Project Manager,18235,Dammam,Part-time,E008,Q1
44,17,Diploma,Technician,6967,Jeddah,Self-employed,E006,Q2
20,1,High School,Cashier,7557,Dammam,Full-time,E002,Q7
42,16,Diploma,Technician,6140,Jeddah,Full-time,E010,Q2
50,26,Diploma,Receptionist,8721,Dammam,Part-time,E006,Q2
49,28,Bachelor,Accountant,0,Riyadh,Full-time,E009,Q7
51,27,Master,Senior Engineer,24561,Riyadh,Self-employed,E014,Q8
57,14,PhD,Research Director,65378,Jeddah,Full-time,E011,Q6
43,0,Master,Consultant,39773,Jeddah,Full-time,E009,Q3
52,60,Bachelor,Teacher,9092,Riyadh,Full-time,E014,Q8
47,21,Bachelor,Designer,23043,Dammam,Full-time,E005,Q9
91,11,Diploma,Technician,9952,Riyadh,Self-employed,E006,Q3
30,7,High School,Cashier,0,Jeddah,Self-employed,E008,Q5
27,3,Bachelor,Software Developer,21844,Riyadh,Full-time,E004,Q8
30,9,PhD,Cashier,4504,Dammam,Full-time,E005,Q4
37,4,Master,Financial Analyst,0,Jeddah,Part-time,E003,Q8
36,3,High School,Security Guard,4669,Riyadh,Full-time,E014,Q6
30,6,Diploma,Nurse,11249,Jeddah,Part-time,E008,Q10
38,10,Master,Data Scientist,28215,Dammam,Full-time,E002,Q8
57,7,PhD,Research Director,48832,Riyadh,Self-employed,E004,Q10
32,5,High School,Worker,7664,Jeddah,Self-employed,E003,Q8
21,1,High School,Security Guard,4561,Riyadh,Full-time,E012,Q2
22,3,Bachelor,HR Officer,19618,Jeddah,Part-time,E001,Q8
89,8,High School,Waiter,4876,Jeddah,Full-time,E008,Q6
49,27,PhD,Research Director,68113,Riyadh,Part-time,E011,Q5
40,12,Diploma,Receptionist,7097,Jeddah,Full-time,E002,Q5
55,33,PhD,Senior Researcher,36435,Dammam,Full-time,E006,Q10
33,8,Bachelor,Teacher,24084,Jeddah,Full-time,E004,Q4
19,4,PhD,Senior Researcher,57739,Jeddah,Full-time,E005,Q2
55,7,Master,Consultant,31311,Jeddah,Full-time,E004,Q4
21,12,PhD,Research Director,36177,Dammam,Student,E006,Q4
26,3,Bachelor,Teacher,10486,Riyadh,Full-time,E008,Q5
85,14,Diploma,Technician,5423,Jeddah,Full-time,E003,Q3
49,22,Diploma,Nurse,7010,Riyadh,Full-time,E006,Q8
37,8,PhD,Cashier,3353,Dammam,Full-time,E002,Q2
45,12,High School,Driver,6901,Jeddah,Full-time,E012,Q4
35,10,Bachelor,Software Developer,15640,Jeddah,Full-time,E007,Q2
19,19,Master,Project Manager,31215,Riyadh,Student,E003,Q6
49,25,Bachelor,HR Officer,24403,Jeddah,Full-time,E009,Q10
50,26,Diploma,Technician,0,Riyadh,Full-time,E007,Q7
41,2,High School,Worker,7449,Riyadh,Full-time,E010,Q7
50,7,Diploma,Lab Technician,5386,Jeddah,Full-time,E013,Q1
33,5,High School,Waiter,4112,Jeddah,Full-time,E009,Q8
24,10,PhD,Senior Researcher,56977,Riyadh,Part-time,E009,Q3
47,26,Master,Financial Analyst,18949,Jeddah,Full-time,E007,Q2
35,12,High School,Driver,6359,Dammam,Full-time,E003,Q3
51,21,Diploma,Research Director,67066,Jeddah,Full-time,E013,Q7
32,5,High School,Worker,3429,Dammam,Full-time,E008,Q8
39,13,High School,Driver,4648,Jeddah,Self-employed,E005,Q5
28,0,High School,Janitor,0,Jeddah,Full-time,E002,Q9
